date,time,cpu_tot,cpu,cpu_usr,cpu_sys,mem_tot,mem_vsz,mem_rss,net_in,net_out
2026-03-01,15:36:34,8.000,4.341,1.182,3.159,17179869184.0,11703785881.6,708942233.6,272629760.0,89443532.8
2026-03-01,15:36:35,8.000,4.299,1.246,3.053,17179869184.0,11703785881.6,708942233.6,286470963.2,68052582.4
2026-03-01,15:36:36,8.000,4.046,0.947,3.100,17179869184.0,11703785881.6,708942233.6,303667609.6,33554432.0
2026-03-01,15:36:37,8.000,5.042,1.407,3.635,17179869184.0,11703785881.6,708942233.6,371615334.4,46661632.0
2026-03-01,15:36:38,8.000,4.210,1.085,3.125,17179869184.0,11703785881.6,715023974.4,271266611.2,46661632.0
2026-03-01,15:36:39,8.000,3.898,0.876,3.022,17179869184.0,11703785881.6,713136537.6,281962086.4,29464985.6
2026-03-01,15:36:40,8.000,3.769,1.043,2.726,17179869184.0,11703785881.6,715233689.6,205625753.6,42467328.0
2026-03-01,15:36:41,8.000,4.749,1.325,3.424,17179869184.0,11703785881.6,717330841.6,345925222.4,34393292.8
2026-03-01,15:36:42,8.000,4.368,0.923,3.445,17179869184.0,11703785881.6,717330841.6,269379174.4,29255270.4
2026-03-01,15:36:43,8.000,4.366,1.192,3.174,17179869184.0,11703785881.6,717330841.6,307652198.4,48129638.4
2026-03-01,15:36:44,8.000,4.236,1.142,3.093,17179869184.0,11703785881.6,717330841.6,270637465.6,24746393.6
2026-03-01,15:36:45,8.000,3.818,1.090,2.728,17179869184.0,11703785881.6,717330841.6,277558067.2,39531315.2
2026-03-01,15:36:46,8.000,4.091,0.980,3.111,17179869184.0,11703785881.6,717330841.6,282591232.0,43725619.2
2026-03-01,15:36:47,8.000,4.436,1.223,3.213,17179869184.0,11703785881.6,717330841.6,294230425.6,46347059.2
2026-03-01,15:36:48,8.000,4.240,1.804,2.435,17179869184.0,11703785881.6,717330841.6,185597952.0,38377881.6
2026-03-01,15:36:49,8.000,4.183,1.126,3.057,17179869184.0,11703785881.6,717330841.6,264975155.2,66689433.6
2026-03-01,15:36:50,8.000,4.337,1.023,3.313,17179869184.0,11703785881.6,717330841.6,275146342.4,83886080.0
2026-03-01,15:36:51,8.000,4.462,1.202,3.261,17179869184.0,11703785881.6,717330841.6,343408640.0,85458944.0
2026-03-01,15:36:52,8.000,4.475,1.046,3.429,17179869184.0,11811160064.0,717330841.6,273992908.8,17825792.0
2026-03-01,15:36:53,8.000,4.385,1.315,3.071,17179869184.0,11811160064.0,717330841.6,289931264.0,28311552.0
2026-03-01,15:36:54,8.000,5.804,2.785,3.019,17179869184.0,11811160064.0,717330841.6,281857228.8,49702502.4
