time,cpu_usr,cpu_sys,cpu_idl,cpu_wai,cpu_stl,mem_used,mem_free,mem_buff,mem_cach,io_total_read,io_total_writ,io_sda_read,io_sda_writ,io_sdh_read,io_sdh_writ,dsk_total_read,dsk_total_writ,dsk_sda_read,dsk_sda_writ,dsk_sdh_read,dsk_sdh_writ,root_used,root_free,data_used,data_free
24-02 13:40:02,6,4,76,14,0,3261071360,9261023232,1400897536,19005230284.8,307,835,6.00,275,301,560,1286144,543162368,53248,167772160,1232896,375390208,39835821670.4,492847497216,9196011520,518617300992
24-02 13:40:03,3,3,88,7,0,3203399680,9148825600,1400897536,19219978649.6,1519,340,1384,225,135,112,12582912,230686720,11534336,173015040,1060864,57671680,39943195852.8,492847497216,9214885888,518617300992
24-02 13:40:04,4,3,81,13,0,3209691136,9043968000,1400897536,19327352832,3441,445,3419,321,22.0,118,29360128,238026752,28311552,179306496,786432,58720256,39943195852.8,492847497216,9235857408,517543559168
24-02 13:40:05,3,3,75,20,0,3221225472,9037676544,1400897536,19219978649.6,1198,1471,1198,528,0,890,9814016,540016640,9814016,173015040,0,363855872,39943195852.8,492847497216,9257877504,517543559168
24-02 13:40:06,4,3,86,7,0,3224371200,9031385088,1400897536,19219978649.6,5641,420,5601,282,40.0,138,47185920,233832448,46137344,174063616,1327104,59768832,40157944217.6,492847497216,9279897600,517543559168
24-02 13:40:07,3,4,88,6,0,3199205376,9047113728,1400897536,19327352832,6012,369,6012,269,0,90.0,49283072,221249536,49283072,161480704,0,58720256,40157944217.6,492847497216,9299820544,517543559168
24-02 13:40:08,5,4,87,4,0,3172990976,9074376704,1400897536,19327352832,3431,607,3391,223,40.0,384,30408704,332398592,27262976,122683392,2969600,209715200,40265318400,491773755392,9322889216,517543559168
24-02 13:40:09,2,2,86,9,0,3183476736,9069133824,1400897536,19219978649.6,2521,583,2475,469,46.0,114,26214400,214958080,19922944,157286400,5898240,57671680,40372692582.4,491773755392,9342812160,517543559168
24-02 13:40:10,3,2,80,15,0,3181379584,9072279552,1400897536,19219978649.6,1439,425,1192,312,247,107,41943040,243269632,9764864,173015040,32505856,70254592,40372692582.4,491773755392,9364832256,517543559168
24-02 13:40:11,3,2,77,19,0,3181379584,9071230976,1400897536,19327352832,253,382,0,272,253,108,32505856,255852544,0,173015040,32505856,82837504,40372692582.4,491773755392,9386852352,517543559168
24-02 13:40:12,4,4,77,15,0,3170893824,9517924352,1400897536,18897856102.4,4539,580,4284,425,255,122,68157440,252706816,34603008,174063616,33554432,78643200,39943195852.8,492847497216,9406775296,517543559168
24-02 13:40:13,3,3,76,17,0,3183476736,9363783680,1400897536,19005230284.8,4377,790,4210,240,167,544,55574528,551550976,34603008,173015040,20971520,378535936,40050570035.2,492847497216,9427746816,517543559168
24-02 13:40:14,4,3,83,10,0,3172990976,9225371648,1401946112,19112604467.2,4810,454,4580,231,230,217,67108864,320864256,37748736,173015040,29360128,146800640,40157944217.6,492847497216,9450815488,517543559168
24-02 13:40:15,4,3,81,11,0,3183476736,9069133824,1401946112,19219978649.6,5654,681,5442,216,212,459,72351744,344981504,45088768,171966464,27262976,174063616,40265318400,491773755392,9471787008,517543559168
24-02 13:40:16,4,3,79,14,0,3181379584,9072279552,1401946112,19219978649.6,2876,434,2628,286,248,147,53477376,234881024,22020096,175112192,32505856,59768832,40265318400,491773755392,9493807104,517543559168
24-02 13:40:17,3,2,77,17,0,3182428160,9077522432,1401946112,19219978649.6,2166,425,1904,334,262,85.0,48234496,233832448,15728640,174063616,32505856,59768832,40372692582.4,491773755392,9513730048,517543559168
24-02 13:40:18,4,3,84,9,0,3192913920,9062842368,1401946112,19219978649.6,4992,483,4760,250,232,172,69206016,301989888,38797312,171966464,30408704,126877696,40480066764.8,491773755392,9535750144,517543559168
24-02 13:40:19,3,4,81,12,0,3184525312,9072279552,1401946112,19219978649.6,6202,678,6000,228,202,448,75497472,445644800,49283072,173015040,26214400,272629760,40587440947.2,491773755392,9557770240,517543559168
24-02 13:40:20,3,2,78,17,0,3185573888,9071230976,1401946112,19219978649.6,1199,324,947,219,252,99.0,40894464,242221056,7880704,174063616,33554432,68157440,40587440947.2,491773755392,9577693184,517543559168
24-02 13:40:21,2,2,76,20,0,3193962496,9061793792,1401946112,19219978649.6,1413,386,1167,272,246,112,41943040,255852544,9560064,173015040,32505856,81788928,40587440947.2,491773755392,9600761856,517543559168
24-02 13:40:22,4,2,81,13,0,3190816768,9063890944,1401946112,19219978649.6,1396,526,1151,335,245,191,41943040,251658240,9428992,173015040,32505856,78643200,40587440947.2,491773755392,9620684800,517543559168
24-02 13:40:23,4,3,75,18,0,3192913920,9529458688,1401946112,18790481920,3497,423,3246,314,251,107,58720256,234881024,26214400,171966464,32505856,62914560,40157944217.6,492847497216,9642704896,517543559168
24-02 13:40:24,4,4,74,18,0,3188719616,9391046656,1402994688,19005230284.8,4509,1491,4317,259,192,1183,58720256,608174080,35651584,175112192,23068672,429916160,40265318400,491773755392,9663676416,517543559168
24-02 13:40:25,6,4,83,6,0,3195011072,9240051712,1402994688,19112604467.2,4657,441,4407,230,250,201,69206016,235929600,36700160,171966464,32505856,63963136,40372692582.4,491773755392,9685696512,517543559168
24-02 13:40:26,11,4,79,6,0,3214934016,9050259456,1402994688,19219978649.6,5594,420,5332,333,262,84.0,78643200,230686720,45088768,171966464,33554432,58720256,40480066764.8,491773755392,9705619456,517543559168
24-02 13:40:27,10,4,80,6,0,3222274048,9033482240,1402994688,19219978649.6,6203,385,5951,289,252,90.0,81788928,232783872,48234496,173015040,32505856,59768832,40587440947.2,491773755392,9727639552,517543559168
24-02 13:40:28,9,6,78,7,0,3226468352,9026142208,1402994688,19219978649.6,6383,333,6136,242,247,89.0,82837504,236978176,50331648,177209344,32505856,59768832,40694815129.6,491773755392,9749659648,517543559168
24-02 13:40:29,5,4,64,27,0,3200253952,9055502336,1402994688,19219978649.6,186,724,0,218,186,446,24117248,487587840,0,173015040,24117248,311427072,40694815129.6,491773755392,9769582592,517543559168
24-02 13:40:30,8,5,75,12,0,3196059648,9051308032,1402994688,19327352832,1485,424,1240,281,245,135,41943040,244318208,10485760,174063616,32505856,70254592,40694815129.6,491773755392,9791602688,517543559168
24-02 13:40:31,4,4,84,8,0,3187671040,9065988096,1402994688,19219978649.6,3859,334,3609,227,250,107,61865984,257949696,29360128,173015040,32505856,84934656,40802189312,491773755392,9813622784,517543559168
24-02 13:40:32,4,3,75,17,0,3189768192,9060745216,1402994688,19219978649.6,2699,725,2441,608,258,117,52428800,247463936,19922944,173015040,32505856,74448896,40802189312,491773755392,9834594304,517543559168
24-02 13:40:33,3,3,70,25,0,3197108224,9158262784,1402994688,19112604467.2,839,803,647,344,192,456,30408704,488636416,5300224,173015040,25165824,315621376,40802189312,491773755392,9857662976,517543559168
24-02 13:40:34,4,5,76,16,0,3180331008,9474932736,1402994688,18897856102.4,5335,822,4914,300,421,516,75497472,404750336,39845888,173015040,35651584,231735296,40372692582.4,491773755392,9877585920,517543559168
24-02 13:40:35,4,3,85,8,0,3186622464,9324986368,1402994688,19005230284.8,4666,481,4379,234,287,231,69206016,266338304,35651584,174063616,33554432,91226112,40480066764.8,491773755392,9898557440,517543559168
24-02 13:40:36,4,3,82,12,0,3178233856,9240051712,1402994688,19112604467.2,3525,359,3033,251,492,106,67108864,233832448,25165824,174063616,41943040,59768832,40587440947.2,491773755392,9920577536,517543559168
24-02 13:40:37,5,2,79,15,0,3179282432,9216983040,1402994688,19112604467.2,535,347,288,254,247,87.0,34603008,231735296,2359296,171966464,32505856,58720256,40587440947.2,491773755392,9941549056,517543559168
24-02 13:40:38,6,4,82,8,0,3253731328,8997830656,1402994688,19219978649.6,6027,382,5240,295,787,87.0,77594624,232783872,42991616,174063616,34603008,59768832,40694815129.6,491773755392,9962520576,517543559168
24-02 13:40:39,4,4,86,6,0,3246391296,9003073536,1402994688,19219978649.6,6907,321,6036,221,871,98.0,91226112,234881024,49283072,174063616,41943040,60817408,40802189312,491773755392,9984540672,517543559168
24-02 13:40:40,4,4,76,16,0,3252682752,8993636352,1402994688,19327352832,5691,806,4840,206,851,544,70254592,505413632,39845888,141557760,31457280,360710144,40909563494.4,491773755392,10006560768,517543559168
24-02 13:40:41,3,4,86,7,0,3252682752,8996782080,1402994688,19219978649.6,6902,341,5982,232,920,107,91226112,250609664,49283072,173015040,41943040,77594624,41016937676.8,491773755392,10026483712,517543559168
24-02 13:40:42,3,3,79,15,0,3192913920,9056550912,1402994688,19219978649.6,2258,401,2010,253,248,148,52428800,244318208,19922944,175112192,32505856,69206016,41124311859.2,491773755392,10049552384,517543559168
24-02 13:40:43,3,2,67,28,0,3201302528,9048162304,1404043264,19219978649.6,1404,940,1233,232,171,706,32505856,584056832,10100736,174063616,22020096,409993216,41124311859.2,491773755392,10068426752,517543559168
24-02 13:40:44,4,2,78,16,0,3193962496,9055502336,1404043264,19219978649.6,267,431,49.0,239,218,184,36700160,229638144,7700480,173015040,28311552,56623104,41124311859.2,491773755392,10091495424,517543559168
24-02 13:40:45,3,4,78,15,0,3188719616,9487515648,1404043264,18897856102.4,3939,767,3700,348,239,386,58720256,371195904,30408704,170917888,28311552,198180864,40694815129.6,491773755392,10111418368,517543559168
24-02 13:40:46,5,4,83,8,0,3187671040,9339666432,1404043264,19005230284.8,5266,361,4586,255,680,104,77594624,236978176,37748736,176160768,39845888,60817408,40802189312,491773755392,10134487040,517543559168
24-02 13:40:47,4,4,86,7,0,3178233856,9173991424,1404043264,19219978649.6,5951,336,5708,241,243,89.0,78643200,231735296,47185920,173015040,31457280,57671680,40909563494.4,491773755392,10154409984,517543559168
24-02 13:40:48,3,3,81,14,0,3185573888,9091153920,1404043264,19219978649.6,3154,333,2907,244,247,89.0,56623104,232783872,24117248,171966464,32505856,59768832,41016937676.8,491773755392,10176430080,517543559168
24-02 13:40:49,3,3,82,13,0,3176136704,9074376704,1404043264,19219978649.6,2685,356,2171,265,514,91.0,54525952,234881024,17825792,174063616,36700160,60817408,41016937676.8,491773755392,10198450176,517543559168
24-02 13:40:50,4,5,78,13,0,3178233856,9075425280,1404043264,19219978649.6,6706,664,5907,229,799,398,81788928,458227712,48234496,173015040,33554432,284164096,41124311859.2,491773755392,10220470272,517543559168
24-02 13:40:51,4,4,86,6,0,3182428160,9062842368,1404043264,19327352832,6336,355,6085,246,251,107,82837504,247463936,50331648,174063616,32505856,73400320,41231686041.6,491773755392,10239344640,517543559168
24-02 13:40:52,4,5,82,9,0,3176136704,9069133824,1404043264,19219978649.6,5131,415,4885,278,246,135,72351744,241172480,39845888,173015040,32505856,68157440,41339060224,490700013568,10263461888,517543559168
24-02 13:40:53,3,2,68,27,0,3177185280,9071230976,1404043264,19219978649.6,1444,860,1187,228,257,630,32505856,556793856,9723904,173015040,23068672,383778816,41339060224,490700013568,10281287680,517543559168
24-02 13:40:54,8,2,65,24,0,3188719616,9075425280,1404043264,19219978649.6,587,409,405,208,182,195,22020096,222298112,4562944,174063616,17825792,49283072,41339060224,490700013568,10304356352,516469817344
24-02 13:40:55,4,2,69,24,0,3178233856,9071230976,1404043264,19219978649.6,937,1166,727,753,210,373,32505856,370147328,5955584,173015040,27262976,196083712,41446434406.4,490700013568,10325327872,516469817344
24-02 13:40:56,5,5,76,14,0,3185573888,9450815488,1404043264,18897856102.4,4048,413,3742,312,306,97.0,65011712,225443840,30408704,165675008,33554432,59768832,41016937676.8,491773755392,10346299392,516469817344
24-02 13:40:57,4,3,83,10,0,3170893824,9389998080,1404043264,19005230284.8,5612,409,5363,298,249,105,77594624,234881024,45088768,175112192,32505856,59768832,41016937676.8,491773755392,10368319488,516469817344
24-02 13:40:58,4,3,85,7,0,3178233856,9215934464,1404043264,19112604467.2,4599,343,4343,249,256,90.0,69206016,234881024,35651584,174063616,33554432,60817408,41231686041.6,491773755392,10389291008,516469817344
24-02 13:40:59,4,3,85,7,0,3168796672,9080668160,1404043264,19219978649.6,6233,306,5840,214,393,92.0,80740352,239075328,48234496,178257920,33554432,59768832,41339060224,490700013568,10411311104,516469817344
24-02 13:41:00,4,4,83,9,0,3184525312,9064939520,1404043264,19219978649.6,6255,656,6027,269,228,365,78643200,319815680,49283072,173015040,29360128,145752064,41446434406.4,490700013568,10431234048,516469817344
24-02 13:41:01,4,3,77,17,0,3186622464,9059696640,1404043264,19219978649.6,2718,646,2508,379,210,267,48234496,394264576,20971520,174063616,27262976,221249536,41446434406.4,490700013568,10454302720,516469817344
24-02 13:41:02,3,2,82,13,0,3186622464,9069133824,1404043264,19219978649.6,1509,328,1259,217,250,111,42991616,235929600,10485760,173015040,32505856,62914560,41446434406.4,490700013568,10474225664,516469817344
24-02 13:41:03,3,4,77,17,0,3190816768,9062842368,1404043264,19219978649.6,4873,841,4695,221,178,618,61865984,569376768,38797312,174063616,23068672,395313152,41553808588.8,490700013568,10511932456.96,516469817344
24-02 13:41:04,4,3,82,10,0,3188719616,9065988096,1405091840,19219978649.6,3158,634,2908,270,250,355,56623104,238026752,24117248,173015040,32505856,65011712,41661182771.2,490700013568,10533407293.44,516469817344
24-02 13:41:05,3,2,76,19,0,3182428160,9075425280,1405091840,19219978649.6,443,540,222,283,221,230,32505856,324009984,3211264,174063616,29360128,148897792,41661182771.2,490700013568,10554882129.92,516469817344
24-02 13:41:06,3,3,66,28,0,3178233856,9075425280,1405091840,19219978649.6,1773,861,1317,586,456,275,46137344,304087040,10485760,173015040,35651584,132120576,41661182771.2,490700013568,10576356966.4,516469817344
24-02 13:41:07,2,3,76,19,0,3174039552,9138339840,1405091840,19219978649.6,2231,674,1983,560,248,108,48234496,232783872,15728640,173015040,32505856,59768832,41661182771.2,490700013568,10597831802.88,516469817344
24-02 13:41:08,5,4,81,10,0,3174039552,9376366592,1405091840,19005230284.8,6021,493,5670,413,351,80.0,79691776,233832448,46137344,174063616,32505856,59768832,41339060224,490700013568,10619306639.36,516469817344
24-02 13:41:09,3,3,88,6,0,3182428160,9200205824,1405091840,19112604467.2,6386,320,6137,236,249,82.0,82837504,232783872,50331648,174063616,32505856,59768832,41446434406.4,490700013568,10640781475.84,516469817344
24-02 13:41:10,3,3,84,9,0,3185573888,9068085248,1405091840,19219978649.6,5016,478,4775,240,241,190,70254592,298844160,38797312,173015040,30408704,124780544,41553808588.8,490700013568,10662256312.32,516469817344
24-02 13:41:11,4,3,65,28,0,3220176896,9027190784,1405091840,19219978649.6,2084,760,1915,281,169,479,37748736,559939584,15728640,174063616,22020096,385875968,41553808588.8,490700013568,10683731148.8,516469817344
24-02 13:41:12,5,2,76,16,0,3222274048,9025093632,1405091840,19219978649.6,1823,411,1568,278,255,133,46137344,240123904,12582912,173015040,33554432,67108864,41553808588.8,490700013568,10705205985.28,516469817344
24-02 13:41:13,3,3,80,15,0,3221225472,9026142208,1405091840,19219978649.6,2599,839,2394,327,205,510,46137344,407896064,19922944,173015040,26214400,233832448,41661182771.2,490700013568,10726680821.76,516469817344
24-02 13:41:14,5,4,86,6,0,3202351104,9045016576,1405091840,19219978649.6,5710,470,5465,234,245,230,76546048,240123904,45088768,174063616,32505856,65011712,41768556953.6,490700013568,10737418240,516469817344
24-02 13:41:15,4,3,80,13,0,3207593984,9043968000,1405091840,19219978649.6,3933,759,3727,309,206,401,57671680,380633088,30408704,173015040,27262976,204472320,41875931136,490700013568,10737418240,516469817344
24-02 13:41:16,6,2,78,14,0,3269459968,8978956288,1405091840,19219978649.6,475,297,238,205,237,90.0,32505856,231735296,1949696,173015040,31457280,58720256,41875931136,490700013568,10737418240,516469817344
24-02 13:41:17,5,3,83,8,0,3257925632,8989442048,1405091840,19219978649.6,3550,602,3326,296,224,243,56623104,335544320,27262976,168820736,29360128,164626432,41983305318.4,490700013568,10844792422.4,516469817344
24-02 13:41:18,4,3,78,16,0,3260022784,9263120384,1405091840,19005230284.8,3616,418,3371,324,245,94.0,60817408,236978176,29360128,179306496,31457280,57671680,41661182771.2,490700013568,10844792422.4,516469817344
24-02 13:41:19,4,4,83,9,0,3265265664,9226420224,1405091840,19005230284.8,6141,425,5725,326,416,99.0,75497472,225443840,47185920,173015040,28311552,52428800,41553808588.8,490700013568,10844792422.4,516469817344
24-02 13:41:20,4,4,84,8,0,3213885440,9105833984,1405091840,19219978649.6,6438,312,6008,225,430,81.0,88080384,212860928,49283072,173015040,38797312,39845888,41661182771.2,490700013568,10844792422.4,516469817344
24-02 13:41:21,3,3,87,7,0,3227516928,9017753600,1405091840,19219978649.6,5369,295,5119,210,250,83.0,47185920,220200960,41943040,173015040,5550080,47185920,41768556953.6,490700013568,10844792422.4,516469817344
24-02 13:41:22,4,4,80,12,0,3224371200,9020899328,1405091840,19219978649.6,3346,864,3346,294,0,567,27262976,454033408,27262976,174063616,0,279969792,41875931136,490700013568,10952166604.8,516469817344
24-02 13:41:23,2,2,86,10,0,3219128320,9025093632,1405091840,19219978649.6,262,411,262,242,0,104,2097152,203423744,2097152,173015040,0,28311552,41875931136,490700013568,10952166604.8,516469817344
24-02 13:41:24,5,4,86,6,0,3224371200,9018802176,1405091840,19219978649.6,4532,351,4385,229,147,116,35651584,202375168,34603008,174063616,602112,27262976,42090679500.8,490700013568,10952166604.8,516469817344
24-02 13:41:25,4,4,78,14,0,3199205376,9049210880,1405091840,19219978649.6,5979,893,5540,259,439,616,47185920,515899392,45088768,173015040,1806336,342884352,42090679500.8,490700013568,10952166604.8,516469817344
24-02 13:41:26,4,2,76,18,0,3185573888,9057599488,1405091840,19219978649.6,2744,438,2744,352,0,84.0,22020096,198180864,22020096,173015040,0,25165824,42198053683.2,490700013568,10952166604.8,516469817344
24-02 13:41:27,2,2,78,18,0,3181379584,9063890944,1405091840,19219978649.6,1700,355,1699,268,1.00,81.0,12582912,201326592,12582912,174063616,16384,27262976,42198053683.2,490700013568,11059540787.2,516469817344
24-02 13:41:28,3,2,79,16,0,3178233856,9067036672,1406140416,19219978649.6,2974,919,2974,355,0,562,24117248,368050176,24117248,173015040,0,195035136,42198053683.2,490700013568,11059540787.2,516469817344
24-02 13:41:29,3,3,79,15,0,3176136704,9069133824,1406140416,19219978649.6,4205,529,4204,440,1.00,89.0,47185920,202375168,47185920,174063616,32768,28311552,42305427865.6,490700013568,11059540787.2,516469817344
24-02 13:41:30,5,4,78,13,0,3168796672,9205448704,1406140416,19112604467.2,11.6k,633,11.6k,364,0,263,95420416,322961408,95420416,174063616,0,148897792,41875931136,490700013568,11059540787.2,516469817344
24-02 13:41:31,5,4,85,7,0,3171942400,9063890944,1406140416,19327352832,9262,443,9262,298,0,141,76546048,233832448,76546048,163577856,0,70254592,41983305318.4,490700013568,11059540787.2,516469817344
24-02 13:41:32,4,3,89,3,0,3177185280,9056550912,1406140416,19327352832,4233,241,4062,140,171,101,55574528,127926272,33554432,80740352,22020096,46137344,42090679500.8,490700013568,11166914969.6,516469817344
24-02 13:41:33,3,3,90,4,0,3192913920,9042919424,1406140416,19327352832,3776,354,3536,246,240,106,60817408,112197632,29360128,79691776,31457280,32505856,42090679500.8,490700013568,11166914969.6,516469817344
24-02 13:41:34,3,3,80,15,0,3190816768,9050259456,1406140416,19219978649.6,2702,431,2437,330,265,93.0,54525952,200278016,19922944,173015040,34603008,27262976,42090679500.8,490700013568,11166914969.6,516469817344
24-02 13:41:35,2,2,83,13,0,3193962496,9051308032,1406140416,19219978649.6,863,434,605,299,258,129,38797312,225443840,4956160,174063616,33554432,51380224,42198053683.2,490700013568,11166914969.6,516469817344
24-02 13:41:36,5,4,83,9,0,3183476736,9053405184,1406140416,19219978649.6,4036,767,3851,220,185,491,55574528,416284672,31457280,82837504,24117248,331350016,42198053683.2,490700013568,11166914969.6,516469817344
24-02 13:41:37,3,2,92,3,0,3178233856,9060745216,1406140416,19219978649.6,267,221,2.00,134,265,80.0,34603008,74448896,24576,46137344,34603008,28311552,42305427865.6,490700013568,11274289152,516469817344
24-02 13:41:38,3,2,93,2,0,3179282432,9057599488,1406140416,19219978649.6,259,203,1.00,125,258,78.0,33554432,68157440,24576,41943040,33554432,26214400,42305427865.6,490700013568,11274289152,516469817344
24-02 13:41:39,3,2,84,11,0,3191865344,9047113728,1406140416,19219978649.6,214,656,1.00,233,213,383,28311552,326107136,73728,98566144,27262976,226492416,42412802048,490700013568,11274289152,516469817344
24-02 13:41:40,3,2,76,19,0,3193962496,9052356608,1406140416,19219978649.6,239,618,0,287,239,325,30408704,391118848,0,173015040,30408704,218103808,42412802048,490700013568,11274289152,516469817344
24-02 13:41:41,2,1,76,20,0,3185573888,9062842368,1406140416,19219978649.6,136,341,1.00,255,135,84.0,3117056,200278016,8192,174063616,3108864,26214400,42412802048,489626271744,11274289152,516469817344
24-02 13:41:42,3,2,81,14,0,3184525312,9061793792,1406140416,19219978649.6,3.00,383,0,286,3.00,97.0,155648,200278016,0,173015040,155648,27262976,42412802048,489626271744,11274289152,516469817344
24-02 13:41:43,3,2,82,13,0,3191865344,9055502336,1406140416,19219978649.6,4.00,492,0,394,4.00,96.0,376832,201326592,0,173015040,376832,28311552,42520176230.4,489626271744,11274289152,516469817344
24-02 13:41:44,3,2,91,4,0,3184525312,9058648064,1406140416,19219978649.6,1.00,296,0,195,1.00,95.0,131072,116391936,0,90177536,131072,26214400,42520176230.4,489626271744,11274289152,516469817344
24-02 13:41:45,2,2,93,3,0,3175088128,9069133824,1406140416,19219978649.6,10.0,550,1.00,160,9.00,342,573440,149946368,8192,44040192,565248,104857600,42520176230.4,489626271744,11274289152,516469817344
24-02 13:41:46,2,2,94,2,0,3176136704,9062842368,1406140416,19219978649.6,1.00,241,0,144,1.00,95.0,131072,69206016,0,42991616,131072,26214400,42520176230.4,489626271744,11274289152,516469817344
24-02 13:41:47,5,1,88,6,0,3196059648,9049210880,1406140416,19219978649.6,270,426,0,337,270,83.0,1105920,132120576,0,103809024,1105920,28311552,42520176230.4,489626271744,11274289152,516469817344
24-02 13:41:48,2,1,77,20,0,3192913920,9049210880,1406140416,19219978649.6,307,622,0,548,307,74.0,1257472,198180864,0,174063616,1257472,25165824,42627550412.8,489626271744,11274289152,516469817344
24-02 13:41:49,2,2,91,5,0,3179282432,9355395072,1406140416,19005230284.8,0,358,0,265,0,93.0,0,90177536,0,61865984,0,27262976,42090679500.8,490700013568,11274289152,516469817344
24-02 13:41:50,3,2,92,4,0,3179282432,9337569280,1406140416,19005230284.8,1.00,791,1.00,167,0,618,8192,228589568,8192,42991616,0,185597952,42090679500.8,490700013568,11274289152,516469817344
24-02 13:41:51,2,1,94,3,0,3181379584,9304014848,1406140416,19005230284.8,0,275,0,143,0,81.0,0,92274688,0,61865984,0,28311552,42090679500.8,490700013568,11274289152,516469817344
24-02 13:41:52,3,2,92,3,0,3182428160,9266266112,1407188992,19112604467.2,0,275,0,128,0,145,0,112197632,0,71303168,0,40894464,42090679500.8,490700013568,11274289152,516469817344
24-02 13:41:53,4,2,92,2,0,3199205376,9237954560,1407188992,19112604467.2,38.0,222,3.00,116,35.0,104,593920,80740352,24576,48234496,569344,32505856,42198053683.2,490700013568,11274289152,516469817344
24-02 13:41:54,9,2,86,3,0,3241148416,9158262784,1407188992,19112604467.2,5.00,295,5.00,185,0,104,40960,134217728,40960,92274688,0,41943040,42198053683.2,490700013568,11274289152,516469817344
24-02 13:41:55,4,3,89,5,0,3250585600,9095348224,1407188992,19112604467.2,0,777,0,213,0,558,0,276824064,0,106954752,0,168820736,42305427865.6,490700013568,11274289152,516469817344
24-02 13:41:56,6,3,89,3,0,3264217088,9022996480,1407188992,19219978649.6,7.00,301,7.00,200,0,99.0,57344,163577856,57344,106954752,0,56623104,42305427865.6,490700013568,11274289152,516469817344
24-02 13:41:57,3,2,92,3,0,3257925632,8993636352,1407188992,19219978649.6,0,267,0,162,0,99.0,0,126877696,0,80740352,0,46137344,42305427865.6,490700013568,11274289152,516469817344
24-02 13:41:58,4,2,90,3,0,3208642560,9036627968,1407188992,19219978649.6,8.00,290,8.00,196,0,94.0,65536,188743680,65536,127926272,0,60817408,42412802048,489626271744,11274289152,516469817344
24-02 13:41:59,3,3,86,9,0,3201302528,9048162304,1407188992,19219978649.6,23.0,594,0,455,23.0,87.0,106496,240123904,0,178257920,106496,56623104,42412802048,489626271744,11274289152,516469817344
24-02 13:42:00,4,3,89,4,0,3187671040,9055502336,1407188992,19219978649.6,0,300,0,201,0,93.0,0,183500800,0,122683392,0,60817408,42520176230.4,489626271744,11274289152,516469817344
24-02 13:42:01,3,2,84,11,0,3195011072,9051308032,1407188992,19219978649.6,6.00,790,3.00,290,3.00,498,49152,425721856,24576,133169152,24576,291504128,42520176230.4,489626271744,11274289152,516469817344
24-02 13:42:02,4,2,79,15,0,3204448256,9046065152,1407188992,19219978649.6,0,460,0,347,0,113,0,212860928,0,173015040,0,38797312,42520176230.4,489626271744,11274289152,516469817344
24-02 13:42:03,3,2,79,16,0,3197108224,9286189056,1407188992,19005230284.8,0,723,0,365,0,356,0,288358400,0,174063616,0,115343360,42305427865.6,490700013568,11274289152,516469817344
24-02 13:42:04,4,3,81,12,0,3195011072,9518972928,1407188992,18790481920,3106,806,3106,396,0,401,25165824,265289728,25165824,154140672,0,111149056,42090679500.8,490700013568,11274289152,516469817344
24-02 13:42:05,3,2,92,3,0,3192913920,9477029888,1407188992,18790481920,3103,269,3081,174,22.0,89.0,26214400,97517568,25165824,72351744,1466368,25165824,42090679500.8,490700013568,11274289152,516469817344
24-02 13:42:06,4,2,92,3,0,3189768192,9424601088,1407188992,18897856102.4,254,416,216,238,38.0,146,4612096,149946368,1769472,98566144,2842624,50331648,42198053683.2,490700013568,11274289152,516469817344
24-02 13:42:07,4,1,92,3,0,3198156800,9397338112,1407188992,18897856102.4,324,256,0,154,324,94.0,29360128,74448896,0,46137344,29360128,28311552,42198053683.2,490700013568,11274289152,516469817344
24-02 13:42:08,4,3,90,3,0,3190816768,9334423552,1407188992,19005230284.8,2845,299,2578,197,267,102,52428800,145752064,20971520,96468992,31457280,50331648,42198053683.2,490700013568,11274289152,516469817344
24-02 13:42:09,4,2,91,3,0,3187671040,9252634624,1407188992,19112604467.2,4190,295,3944,197,246,96.0,65011712,170917888,32505856,112197632,32505856,58720256,42305427865.6,490700013568,11274289152,516469817344
24-02 13:42:10,4,2,90,3,0,3195011072,9161408512,1407188992,19112604467.2,4166,273,3919,173,247,91.0,63963136,181403648,32505856,116391936,32505856,65011712,42305427865.6,490700013568,11274289152,516469817344
24-02 13:42:11,4,3,84,10,0,3208642560,9033482240,1407188992,19219978649.6,2719,776,2524,231,195,543,45088768,428867584,20971520,139460608,25165824,289406976,42412802048,489626271744,11274289152,516469817344
24-02 13:42:12,4,3,78,15,0,3215982592,9029287936,1407188992,19219978649.6,2381,914,2192,374,189,513,42991616,494927872,17825792,178257920,25165824,315621376,42520176230.4,489626271744,11381663334.4,516469817344
24-02 13:42:13,3,2,77,18,0,3215982592,9027190784,1407188992,19219978649.6,472,617,237,296,235,262,32505856,291504128,1941504,174063616,30408704,116391936,42520176230.4,489626271744,11381663334.4,515396075520
24-02 13:42:14,4,3,80,13,0,3218079744,9026142208,1407188992,19219978649.6,1300,555,1058,352,242,196,39845888,271581184,8667136,168820736,31457280,102760448,42520176230.4,489626271744,11381663334.4,515396075520
24-02 13:42:15,4,3,79,14,0,3217031168,9028239360,1408237568,19219978649.6,3283,859,3032,435,251,414,57671680,331350016,25165824,178257920,32505856,153092096,42627550412.8,489626271744,11381663334.4,515396075520
24-02 13:42:16,4,4,82,10,0,3205496832,9038725120,1408237568,19219978649.6,4550,521,4300,381,250,140,71303168,232783872,38797312,173015040,32505856,59768832,42734924595.2,489626271744,11381663334.4,515396075520
